age,website_visits,time_spent_on_website,page_views_per_visit,status,current_occupation_Professional,current_occupation_Student,current_occupation_Unemployed,first_interaction_Mobile App,first_interaction_Website,profile_completed_High,profile_completed_Low,profile_completed_Medium,last_activity_Email Activity,last_activity_Phone Activity,last_activity_Website Activity,print_media_type1_No,print_media_type1_Yes,print_media_type2_No,print_media_type2_Yes,digital_media_No,digital_media_Yes,educational_channels_No,educational_channels_Yes,referral_No,referral_Yes
23,2,1762,2.682,0,False,True,False,True,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
21,15,94,4.137,0,False,True,False,True,False,False,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False
23,1,412,3.255,0,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False
50,7,416,5.185,0,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
35,3,2299,2.227,1,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
52,8,265,3.727,0,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
42,6,253,2.055,0,True,False,False,True,False,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False
57,5,674,3.859,0,False,False,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False
18,0,0,0.0,0,False,True,False,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
57,3,416,0.112,1,True,False,False,False,True,True,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False
39,2,29,8.209,0,False,False,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
57,2,448,3.572,1,True,False,False,True,False,False,False,True,False,False,True,True,False,False,True,True,False,True,False,True,False
34,3,187,2.79,0,False,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
54,4,48,0.247,0,True,False,False,True,False,True,False,False,False,False,True,False,True,True,False,True,False,False,True,False,True
39,1,1012,3.647,1,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,True,False
43,4,355,2.047,0,False,False,True,True,False,True,False,False,True,False,False,False,True,True,False,True,False,False,True,True,False
52,1,277,2.101,0,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False
59,11,70,0.245,0,False,False,True,True,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,True,False
57,2,295,1.943,0,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
49,4,1840,2.251,0,False,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
51,7,231,2.687,0,True,False,False,False,True,False,False,True,True,False,False,True,False,False,True,True,False,True,False,True,False
32,2,2087,3.145,1,False,False,True,False,True,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False
48,10,325,3.861,0,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,True,False
55,2,1635,2.123,1,True,False,False,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
32,3,1860,3.136,1,False,False,True,True,False,False,False,True,True,False,False,True,False,False,True,True,False,True,False,True,False
56,8,13,2.104,0,False,False,True,False,True,False,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False
58,4,648,3.199,1,True,False,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
54,2,2155,5.541,0,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
43,1,1264,0.24,0,False,False,True,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
41,2,2184,2.082,1,True,False,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
58,3,406,2.095,0,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
60,6,330,3.765,0,True,False,False,False,True,False,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False
58,6,585,3.139,1,False,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
58,5,2437,3.351,1,True,False,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
57,8,398,2.075,0,False,False,True,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
57,2,260,2.256,0,True,False,False,True,False,False,True,False,False,False,True,True,False,True,False,False,True,True,False,True,False
32,4,542,3.049,0,False,False,True,False,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False
57,3,559,3.47,1,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
56,9,1887,2.196,0,False,False,True,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
59,2,86,1.958,1,True,False,False,False,True,True,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False
49,7,369,3.68,0,False,False,True,False,True,True,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False
43,8,1351,4.842,1,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,True
59,1,49,5.183,0,True,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False
57,2,405,1.682,0,True,False,False,False,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False
33,7,280,2.247,0,True,False,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False
59,2,1485,5.546,1,True,False,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
54,4,1879,2.168,0,True,False,False,True,False,False,False,True,False,False,True,False,True,True,False,True,False,True,False,True,False
53,1,327,2.096,1,True,False,False,False,True,True,False,False,False,True,False,True,False,True,False,True,False,False,True,True,False
59,4,1470,0.063,1,True,False,False,False,True,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False
30,2,252,0.285,0,True,False,False,True,False,True,False,False,False,False,True,False,True,True,False,False,True,True,False,True,False
59,3,1688,4.207,0,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
59,2,2239,3.835,1,True,False,False,False,True,False,False,True,True,False,False,True,False,True,False,False,True,True,False,True,False
47,7,41,0.046,0,True,False,False,True,False,False,False,True,True,False,False,False,True,True,False,False,True,False,True,True,False
55,0,0,0.0,0,True,False,False,False,True,False,False,True,True,False,False,False,True,False,True,True,False,True,False,True,False
57,3,358,2.097,0,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
35,6,403,2.159,0,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
57,3,357,2.819,0,False,False,True,True,False,False,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False
31,0,0,0.0,1,True,False,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
32,1,2319,0.178,1,False,False,True,True,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
24,2,372,2.111,0,False,True,False,True,False,False,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False
57,2,397,3.711,0,True,False,False,True,False,False,False,True,False,False,True,False,True,True,False,True,False,True,False,True,False
56,2,60,5.595,0,True,False,False,True,False,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False
55,1,1,0.252,0,True,False,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,False,True,True,False
58,1,1,3.613,0,False,False,True,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
56,7,1068,3.556,0,False,False,True,False,True,False,False,True,False,True,False,False,True,True,False,True,False,False,True,True,False
48,1,53,3.782,0,True,False,False,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
18,5,95,4.322,0,False,True,False,False,True,True,False,False,False,False,True,True,False,True,False,True,False,False,True,True,False
62,8,350,3.604,1,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False
32,5,1852,4.338,1,True,False,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
55,13,1980,2.515,0,False,False,True,True,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,True,False
59,3,1465,0.955,0,False,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
22,4,42,3.774,0,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,True,False
47,1,1517,5.683,1,True,False,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
44,4,667,2.257,0,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
48,0,0,0.0,0,True,False,False,True,False,True,False,False,False,True,False,False,True,True,False,False,True,True,False,True,False
19,1,51,3.089,0,False,True,False,True,False,False,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False
56,2,710,3.831,1,True,False,False,False,True,True,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False
52,8,390,2.213,0,False,False,True,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False
56,2,605,2.632,1,True,False,False,False,True,True,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False
20,4,1262,3.379,0,False,True,False,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
43,6,401,0.207,0,False,False,True,True,False,False,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False
21,6,1741,2.111,0,False,True,False,False,True,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False
29,1,356,2.061,0,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
56,25,678,3.804,1,True,False,False,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
34,6,423,3.762,1,True,False,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
40,4,383,2.236,0,True,False,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
60,5,366,3.217,0,False,False,True,True,False,False,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False
23,2,41,0.302,0,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
45,6,490,2.013,0,False,False,True,True,False,True,False,False,False,True,False,False,True,True,False,True,False,True,False,True,False
58,2,221,3.573,0,False,False,True,True,False,False,False,True,False,False,True,True,False,True,False,True,False,False,True,True,False
52,3,2113,2.229,1,True,False,False,False,True,True,False,False,False,False,True,True,False,True,False,True,False,True,False,False,True
27,1,1225,5.436,1,True,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False
59,1,244,3.263,1,True,False,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
41,2,134,2.086,0,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
32,2,654,0.221,0,False,False,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,True,False
57,6,30,3.258,1,True,False,False,False,True,True,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False
58,1,413,3.329,0,True,False,False,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
53,4,55,1.984,0,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
23,2,83,3.727,0,False,True,False,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
32,6,245,1.937,0,False,False,True,False,True,False,False,True,True,False,False,False,True,True,False,True,False,False,True,True,False
31,2,585,4.911,0,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
59,11,2120,2.28,1,True,False,False,False,True,False,False,True,False,False,True,True,False,True,False,False,True,True,False,True,False
32,2,73,2.208,0,True,False,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
57,1,66,0.105,0,True,False,False,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
46,4,1470,5.435,1,True,False,False,False,True,True,False,False,False,False,True,True,False,True,False,True,False,False,True,True,False
38,2,274,4.421,0,True,False,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
55,5,46,0.868,1,True,False,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,True,True,False
50,2,538,3.49,1,False,False,True,True,False,False,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False
49,4,1570,2.967,1,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
55,5,1806,0.154,0,True,False,False,False,True,False,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False
24,1,345,1.495,0,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
58,1,4,4.338,0,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
32,2,1748,8.512,1,False,False,True,True,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
55,2,300,3.803,0,False,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
31,2,23,3.316,0,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,True,False
47,7,876,3.823,0,True,False,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False
57,2,1,3.72,0,True,False,False,True,False,True,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False
42,6,32,4.186,0,True,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False
58,1,295,2.132,1,False,False,True,False,True,True,False,False,False,False,True,True,False,True,False,True,False,False,True,True,False
41,6,284,2.156,0,False,False,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
43,1,649,5.656,0,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,True,False,True,False,True,False
56,8,2167,4.437,1,True,False,False,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True
43,4,288,3.768,0,True,False,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False
58,6,1944,3.655,1,False,False,True,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,True,False
54,4,261,3.399,0,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
59,6,92,2.978,0,True,False,False,False,True,True,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False
40,3,1992,2.874,0,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
36,2,2083,0.331,0,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False
49,5,354,3.257,0,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
32,6,95,2.133,1,False,False,True,False,True,True,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False
28,1,268,2.832,0,True,False,False,True,False,True,False,False,False,False,True,False,True,True,False,True,False,True,False,True,False
55,8,421,0.152,0,False,False,True,True,False,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False
44,2,49,5.498,0,False,False,True,False,True,False,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False
20,1,157,2.262,0,False,True,False,True,False,True,False,False,False,False,True,True,False,True,False,False,True,False,True,True,False
57,2,1645,0.262,1,False,False,True,False,True,False,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False
19,1,262,3.727,0,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True
54,1,25,3.293,0,True,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False
53,2,1599,5.719,1,True,False,False,False,True,False,False,True,True,False,False,True,False,False,True,True,False,False,True,True,False
42,3,2311,0.054,1,True,False,False,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
52,6,79,1.0,0,True,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False,True,True,False,True,False
55,5,1665,1.945,0,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False
58,1,241,3.458,1,True,False,False,False,True,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False
53,3,601,0.158,1,True,False,False,False,True,True,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False
35,1,1,0.251,0,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
47,6,395,2.485,0,True,False,False,False,True,False,False,True,False,False,True,False,True,True,False,True,False,True,False,True,False
59,3,2383,3.081,0,False,False,True,True,False,True,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False
53,5,457,2.162,1,False,False,True,False,True,True,False,False,False,False,True,True,False,True,False,True,False,False,True,True,False
59,2,93,2.091,0,False,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
55,9,22,3.492,0,False,False,True,True,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False
20,1,78,12.357,0,False,True,False,True,False,True,False,False,False,False,True,True,False,True,False,True,False,True,False,False,True
56,4,2296,2.189,0,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
56,2,268,5.108,0,True,False,False,True,False,True,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False
19,3,95,2.109,0,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True
57,8,164,2.185,1,True,False,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
35,3,190,2.098,1,True,False,False,False,True,True,False,False,False,True,False,False,True,True,False,False,True,True,False,True,False
56,2,1819,3.979,0,True,False,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False
30,5,335,0.335,0,True,False,False,True,False,True,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False
55,3,984,2.97,1,False,False,True,True,False,False,False,True,False,False,True,True,False,True,False,False,True,True,False,True,False
57,2,608,3.613,0,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
40,2,64,3.197,0,False,False,True,False,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False
59,7,50,2.076,1,True,False,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False
45,2,98,3.851,0,True,False,False,True,False,True,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False
19,2,1955,1.966,0,False,True,False,True,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
63,1,275,3.307,0,False,False,True,False,True,True,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False
59,3,331,3.481,1,True,False,False,False,True,True,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False
58,2,23,0.134,0,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
57,1,205,1.999,0,True,False,False,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
58,1,36,3.787,0,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
44,1,76,3.507,0,False,False,True,True,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
25,6,377,0.312,0,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False,False,True,True,False,True,False
39,2,360,3.287,0,True,False,False,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False
56,7,310,5.609,0,True,False,False,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
36,2,264,3.369,1,True,False,False,False,True,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False
62,3,24,2.2,0,False,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
32,5,730,5.497,0,False,False,True,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
60,3,213,2.234,0,False,False,True,False,True,False,False,True,False,False,True,True,False,True,False,True,False,False,True,True,False
38,9,254,5.156,0,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
58,5,2438,7.367,0,True,False,False,True,False,True,False,False,False,True,False,False,True,True,False,True,False,True,False,True,False
34,1,1703,3.511,1,True,False,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
62,11,234,2.249,0,False,False,True,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
21,1,73,3.889,0,False,True,False,False,True,False,False,True,True,False,False,False,True,True,False,True,False,False,True,True,False
50,2,2095,5.76,1,True,False,False,False,True,True,False,False,False,False,True,False,True,True,False,True,False,True,False,True,False
59,1,80,7.269,0,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
48,1,2057,3.351,0,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
53,0,0,0.0,0,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False
40,1,90,5.5,0,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
43,1,313,2.116,0,False,False,True,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
21,2,276,1.959,0,False,True,False,False,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False
36,2,422,2.219,0,False,False,True,False,True,True,False,False,True,False,False,True,False,True,False,False,True,False,True,True,False
55,3,239,3.494,0,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
39,6,40,2.051,0,True,False,False,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
41,2,1,2.178,0,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
47,5,304,3.584,0,True,False,False,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
56,3,1173,3.358,1,True,False,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False
60,4,284,2.178,0,True,False,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
19,5,1097,3.662,0,False,True,False,True,False,False,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False
57,3,1787,4.319,1,True,False,False,False,True,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False
58,0,0,0.0,0,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
42,4,13,2.106,0,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False
26,1,2059,3.428,1,True,False,False,False,True,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False
55,10,772,2.211,0,True,False,False,True,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False
58,2,48,4.188,0,True,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False
44,2,572,3.16,1,True,False,False,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
58,4,817,2.197,0,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
21,9,2039,3.539,1,False,True,False,False,True,True,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False
34,1,70,3.636,1,True,False,False,False,True,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False
54,10,650,0.139,0,False,False,True,True,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
59,2,1256,3.122,0,True,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,True,True,False,True,False
55,2,2254,2.443,1,True,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False
55,8,1388,5.193,1,True,False,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,True,True,False
33,6,373,2.655,0,False,False,True,True,False,False,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False
58,2,367,3.719,0,False,False,True,True,False,False,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False
37,4,1742,2.954,1,True,False,False,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
29,2,2031,3.251,0,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False
47,12,87,1.957,0,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
32,1,397,2.056,0,False,False,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
62,9,380,3.124,0,False,False,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
63,1,332,5.684,0,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False
57,1,2261,2.047,0,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
34,2,47,2.134,0,True,False,False,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
20,4,361,3.003,0,False,True,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
38,3,264,2.206,1,False,False,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
60,3,399,0.055,0,False,False,True,True,False,False,False,True,True,False,False,True,False,True,False,False,True,True,False,True,False
55,8,1937,0.276,1,True,False,False,False,True,False,False,True,True,False,False,True,False,True,False,False,True,True,False,True,False
43,4,1790,2.004,1,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
57,2,98,3.836,0,False,False,True,True,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
54,3,620,5.475,0,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
49,2,285,3.349,0,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
28,1,74,2.214,0,True,False,False,False,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False
35,3,1698,2.077,0,True,False,False,True,False,False,True,False,False,False,True,True,False,False,True,True,False,True,False,True,False
59,0,0,0.0,1,False,False,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
49,3,336,5.207,0,True,False,False,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
40,2,1979,2.405,0,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
52,4,85,3.527,0,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False
59,1,309,3.169,0,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False
32,2,585,3.81,1,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
57,3,345,2.257,0,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
46,2,45,2.242,1,True,False,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,True,True,False
49,0,0,0.0,0,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
59,5,632,3.632,0,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False
55,2,698,2.172,1,False,False,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,True,True,False
56,4,40,3.712,0,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
33,1,39,5.133,0,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
43,6,505,8.717,0,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False
42,1,57,2.103,0,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False
60,1,423,2.103,1,False,False,True,False,True,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False
57,4,34,0.053,0,True,False,False,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
59,4,1774,2.105,0,False,False,True,False,True,False,False,True,True,False,False,False,True,True,False,True,False,False,True,True,False
57,1,179,2.128,0,True,False,False,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
56,4,516,6.656,1,True,False,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
51,1,2026,5.168,0,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False
48,1,363,5.408,0,True,False,False,False,True,True,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False
54,2,1,3.831,0,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
